"id","title","sort_title","song_form_id","description","contrafact_id","created_at","updated_at"
34065,"Take Off Your Body","TAKE OFF YOUR BODY",6,,,,
34066,"Inflation Blues","INFLATION BLUES",6,,,,
34067,"Thinkin'","THINKIN",6,,,,
34068,"Happy Peace","HAPPY PEACE",6,,,,
34069,"Country Song","COUNTRY SONG",6,,,,
34070,"Sweet Berry Wine","SWEET BERRY WINE",6,,,,
34071,"Restless Wave","RESTLESS WAVE",6,,,,
34072,"Changing Streams","CHANGING STREAMS",6,,,,
34073,"Life Is Round","LIFE IS ROUND",6,,,,
34074,"Mon Cherry Popsicool","MON CHERRY POPSICOOL",6,,,,
34075,"Moonsong","MOONSONG",6,,,,
34076,"Soyun Dance","SOYUN DANCE",6,,,,
34077,"Seventh Period","SEVENTH PERIOD",6,,,,
34078,"The Ripper","RIPPER",6,,,,
34079,"Counterpoise #2 For Electric Guitar And Trumpet","COUNTERPOISE #2 FOR ELECTRIC GUITAR AND TRUMPET",6,,,,
34080,"Elend (from Op. 27, No. 7)","ELEND FROM OP 27 NO 7",6,,,,
34081,"Bourbon Street Parade","BOURBON STREET PARADE",6,,,,
34082,"Fancifree","FANCIFREE",6,,,,
34083,"Blues For Valerie","BLUES FOR VALERIE",1,,,,
34084,"Andromeda","ANDROMEDA",6,,,,
34085,"Efua","EFUA",6,,,,
34086,"The Ladies Blues","LADIES BLUES",6,,,,
34087,"A Saturday Night On Beale Street","SATURDAY NIGHT ON BEALE STREET",6,,,,
34088,"Love Song","LOVE SONG",6,,,,
34089,"Hound Dog","HOUND DOG",6,,,,
34090,"Afrika! Afrika!","AFRIKA AFRIKA",6,,,,
34091,"Theme For The Eulipions","THEME FOR THE EULIPIONS",6,,,,
34092,"Fizz Water","FIZZ WATER",6,,,,
34093,"Rush Hour","RUSH HOUR",6,,,,
34094,"Akua's Blues","AKUAS BLUES",6,,,,
34095,"Conversation [see Conversation Piece]","CONVERSATION SEE CONVERSATION PIECE",6,,,,
34096,"Hymn For Her","HYMN FOR HER",6,,,,
34097,"A Suspicious Love Affair","SUSPICIOUS LOVE AFFAIR",6,,,,
34098,"Half Baked","HALF BAKED",6,,,,
34099,"Block","BLOCK",6,,,,
34100,"In The Blink Of An Eye","IN THE BLINK OF AN EYE",6,,,,
34101,"So Long","SO LONG",6,,,,
34102,"The Gambit","GAMBIT",6,,,,
34103,"Short Returns","SHORT RETURNS",6,,,,
34104,"And Then Some","AND THEN SOME",6,,,,
34105,"Isn't This My Music Around Me?","ISNT THIS MY MUSIC AROUND ME",6,,,,
34106,"Truth And Beauty","TRUTH AND BEAUTY",6,,,,
34107,"Man O' War","MAN O WAR",6,,,,
34108,"Bend The Leaves","BEND THE LEAVES",6,,,,
34109,"Saba","SABA",6,,,,
34110,"Child Watching","CHILD WATCHING",6,,,,
34111,"Festinhas","FESTINHAS",6,,,,
34112,"Night Game","NIGHT GAME",6,,,,
34113,"A Paz","PAZ",6,,,,
34114,"Breathe","BREATHE",6,,,,
34115,"On The Run","ON THE RUN",6,,,,
34116,"Money","MONEY",6,,,,
34117,"The Great Gig In The Sky","GREAT GIG IN THE SKY",6,,,,
34118,"Us And Them","US AND THEM",6,,,,
34119,"Brain Damage","BRAIN DAMAGE",6,,,,
34120,"Time","TIME",6,,,,
34121,"Any Colour You Like","ANY COLOUR YOU LIKE",6,,,,
34122,"Spets Esrever","SPETS ESREVER",6,,,,
34123,"Confusion","CONFUSION",6,,,,
34124,"The Garz And I","GARZ AND I",6,,,,
34125,"Cherry Key","CHERRY KEY",6,,,,
34126,"I Have Loved","I HAVE LOVED",6,,,,
34127,"Retrospect","RETROSPECT",6,,,,
34128,"Woody's Whistle","WOODYS WHISTLE",6,,,,
34129,"Buzzogle Boggled","BUZZOGLE BOGGLED",6,,,,
34130,"Four Of A Kind","FOUR OF A KIND",6,,,,
34131,"Woody's Lament","WOODYS LAMENT",6,,,,
34132,"Happy All The Time","HAPPY ALL THE TIME",6,,,,
34133,"64 Bars On Wilshire","64 BARS ON WILSHIRE",6,,,,
34134,"Sweet Baby","SWEET BABY",6,,,,
34135,"Slow Burn","SLOW BURN",6,,,,
34136,"You're The One For Me","YOURE THE ONE FOR ME",6,,,,
34137,"Bennie's Pennies","BENNIES PENNIES",6,,,,
34138,"Once Is Not Enough","ONCE IS NOT ENOUGH",6,,,,
34139,"Basically Betts","BASICALLY BETTS",6,,,,
34140,"When Redd Is Blue","WHEN REDD IS BLUE",6,,,,
34141,"Blues For Night People","BLUES FOR NIGHT PEOPLE",1,,,,
34142,"A Poem For My Son","POEM FOR MY SON",6,,,,
34143,"Stomp, Look And Listen","STOMP LOOK AND LISTEN",6,,,,
34144,"Pato Preto","PATO PRETO",6,,,,
34145,"Dear Death","DEAR DEATH",6,,,,
34146,"Terri's Blues","TERRIS BLUES",6,,,,
34147,"Weird Beard","WEIRD BEARD",6,,,,
34148,"Explorer I","EXPLORER I",6,,,,
34149,"Mousetrap","MOUSETRAP",6,,,,
34150,"After Hours [lyric version]","AFTER HOURS LYRIC VERSION",6,,,,
34151,"Shed Some Light","SHED SOME LIGHT",6,,,,
34152,"Pop Dog","POP DOG",6,,,,
34153,"Song For Sensei","SONG FOR SENSEI",6,,,,
34154,"Where's That Rainbow","WHERES THAT RAINBOW",6,,,,
34155,"So Long Blues","SO LONG BLUES",6,,,,
34156,"Prelude Blues","PRELUDE BLUES",6,,,,
34157,"Bohemian Blues","BOHEMIAN BLUES",6,,,,
34158,"Cloudy","CLOUDY",6,,,,
34159,"Tired","TIRED",6,,,,
34160,"Wee Baby Blues","WEE BABY BLUES",6,,,,
34161,"Mr. X","MR X",6,,,,
34162,"Twenty-Five","TWENTY-FIVE",6,,,,
34163,"An Addition To The Family","AN ADDITION TO THE FAMILY",6,,,,
34164,"Gnossienne No. 1","GNOSSIENNE NO 1",6,,,,
34165,"Mari's Soul","MARIS SOUL",6,,,,
34166,"The Magician","MAGICIAN",6,,,,
34167,"Cause And Effect","CAUSE AND EFFECT",6,,,,
34168,"Dad","DAD",6,,,,
34169,"Forbidden Fruit","FORBIDDEN FRUIT",6,,,,
34170,"Nebulai","NEBULAI",6,,,,
34171,"Punta Lullaby","PUNTA LULLABY",6,,,,
34172,"The Last Laugh","LAST LAUGH",6,,,,
34173,"Here Comes Sonny Man","HERE COMES SONNY MAN",6,,,,
34174,"Be No Evil","BE NO EVIL",6,,,,
34175,"'Way 'Cross Georgia","WAY CROSS GEORGIA",6,,,,
34176,"It's Getting Harder To Survive","ITS GETTING HARDER TO SURVIVE",6,,,,
34177,"Svengali's Summer [see Time Of The Barracudas]","SVENGALIS SUMMER SEE TIME OF THE BARRACUDAS",6,,,,
34178,"Waltz","WALTZ",6,,,,
34179,"O Raggedy Man","O RAGGEDY MAN",6,,,,
34180,"Ma-Ma","MA-MA",6,,,,
34181,"Arrival","ARRIVAL",6,,,,
34182,"Tender Touch","TENDER TOUCH",6,,,,
34183,"Tropical Delight","TROPICAL DELIGHT",6,,,,
34184,"Antigua","ANTIGUA",6,,,,
34185,"Deep Blue Cello","DEEP BLUE CELLO",6,,,,
34186,"Home","HOME",6,,,,
34187,"Down Home","DOWN HOME",6,,,,
34188,"O. P.","O P",6,,,,
34189,"Thumbstring","THUMBSTRING",6,,,,
34190,"Imagine My Surprise","IMAGINE MY SURPRISE",6,,,,
34191,"The Spider And The Fly","SPIDER AND THE FLY",6,,,,
34192,"Honey Hush","HONEY HUSH",6,,,,
34193,"Wait And See","WAIT AND SEE",6,,,,
34194,"You Meet The Nicest People In Your Dreams","YOU MEET THE NICEST PEOPLE IN YOUR DREAMS",6,,,,
34195,"Anita","ANITA",6,,,,
34196,"What A Pretty Miss","WHAT A PRETTY MISS",6,,,,
34197,"Bless You","BLESS YOU",6,,,,
34198,"Abdullah","ABDULLAH",6,,,,
34199,"Who'll Take My Place (When I Am Gone)","WHOLL TAKE MY PLACE WHEN I AM GONE",6,,,,
34200,"Bond Street","BOND STREET",6,,,,
34201,"It's You Who Taught It To Me","ITS YOU WHO TAUGHT IT TO ME",6,,,,
34202,"Suitcase Susie","SUITCASE SUSIE",6,,,,
34203,"Your Feet's Too Big","YOUR FEETS TOO BIG",6,,,,
34204,"You're Lettin' The Grass Grow Under Your Feet","YOURE LETTIN THE GRASS GROW UNDER YOUR FEET",6,,,,
34205,"Swinga-Dilla Street","SWINGA-DILLA STREET",6,,,,
34206,"At Twilight","AT TWILIGHT",6,,,,
34207,"Oh, Frenchy","OH FRENCHY",6,,,,
34208,"Black Maria","BLACK MARIA",6,,,,
34209,"Mighty Fine","MIGHTY FINE",6,,,,
34210,"Florida Flo","FLORIDA FLO",6,,,,
34211,"Don't Try To Cry Your Way Back To Me","DONT TRY TO CRY YOUR WAY BACK TO ME",6,,,,
34212,"If You're A Viper","IF YOURE A VIPER",6,,,,
34213,"Sous Le Vent","SOUS LE VENT",6,,,,
34214,"First Mile","FIRST MILE",6,,,,
34215,"Ozio","OZIO",6,,,,
34216,"Matière Noire","MATIÈRE NOIRE",6,,,,
34217,"Sienna's Song","SIENNAS SONG",6,,,,
34218,"Wayne Shorter","WAYNE SHORTER",6,,,,
34219,"Viva! Chief Crazy Horse","VIVA CHIEF CRAZY HORSE",6,,,,
34220,"African Lament","AFRICAN LAMENT",6,,,,
34221,"Marj","MARJ",6,,,,
34222,"The Thing","THING",6,,,,
34223,"The Big Sunrise","BIG SUNRISE",6,,,,
34224,"Goin' Downtown","GOIN DOWNTOWN",6,,,,
34225,"Cha Bossa","CHA BOSSA",6,,,,
34226,"Street Dance","STREET DANCE",6,,,,
34227,"Goin' Back Home","GOIN BACK HOME",6,,,,
34228,"Ain't That Soul","AINT THAT SOUL",6,,,,
34229,"Soulero","SOULERO",6,,,,
34230,"Samba Nova","SAMBA NOVA",6,,,,
34231,"AD's Blues","ADS BLUES",6,,,,
34232,"Autumn Walk","AUTUMN WALK",6,,,,
34233,"Thieves' Carnival","THIEVES CARNIVAL",6,,,,
34234,"Karachi","KARACHI",6,,,,
34235,"Our Tune","OUR TUNE",6,,,,
34236,"Six Bits","SIX BITS",6,,,,
34237,"Debut In Blues","DEBUT IN BLUES",6,,,,
34238,"Not Too Cool","NOT TOO COOL",6,,,,
34239,"The Gentle Princess","GENTLE PRINCESS",6,,,,
34240,"Travelog","TRAVELOG",6,,,,
34241,"Snake Eyes","SNAKE EYES",6,,,,
34242,"A Walk In Serendipity","WALK IN SERENDIPITY",6,,,,
34243,"Love Transforms","LOVE TRANSFORMS",6,,,,
34244,"Oveida","OVEIDA",6,,,,
34245,"Blues for J. A.","BLUES FOR J A",1,,,,
34246,"Carmen","CARMEN",6,,,,
34247,"Two Heartbeats","TWO HEARTBEATS",6,,,,
34248,"Crossroads","CROSSROADS",6,,,,
34249,"Never Gonna Let You Go","NEVER GONNA LET YOU GO",6,,,,
34250,"Just Be Yourself","JUST BE YOURSELF",6,,,,
34251,"Bolando","BOLANDO",6,,,,
34252,"Groydology","GROYDOLOGY",6,,,,
34253,"Do I Ever Cross Your Mind?","DO I EVER CROSS YOUR MIND",6,,,,
34254,"Sweet Audrey","SWEET AUDREY",6,,,,
34255,"Blue Woman","BLUE WOMAN",6,,,,
34256,"Where'd It Go?","WHERED IT GO",6,,,,
34257,"Teardrops","TEARDROPS",6,,,,
34258,"A Long Journey","LONG JOURNEY",6,,,,
34259,"Players' Anthem","PLAYERS ANTHEM",6,,,,
34260,"Karita","KARITA",6,,,,
34261,"Jewel","JEWEL",6,,,,
34262,"Orange Blossom","ORANGE BLOSSOM",6,,,,
34263,"Beatitudes","BEATITUDES",6,,,,
34264,"On The One","ON THE ONE",6,,,,
34265,"Wake Up!","WAKE UP",6,,,,
34266,"The Lighthouse","LIGHTHOUSE",6,,,,
34267,"Alexander's Lullaby Waltz","ALEXANDERS LULLABY WALTZ",6,,,,
34268,"Shifting Tides Of Montauk","SHIFTING TIDES OF MONTAUK",6,,,,
34269,"The Touch Of You","TOUCH OF YOU",6,,,,
34270,"Add Venom, Shake Well","ADD VENOM SHAKE WELL",6,,,,
34271,"27 EAST","27 EAST",6,,,,
34272,"The Spanish Count","SPANISH COUNT",6,,,,
34273,"Come Together","COME TOGETHER",6,,,,
34274,"I Won't Be Back","I WONT BE BACK",6,,,,
34275,"Do You Know The Way To San Jose?","DO YOU KNOW THE WAY TO SAN JOSE",6,,,,
34276,"September Afternoon","SEPTEMBER AFTERNOON",6,,,,
34277,"Oh Baby","OH BABY",6,,,,
34278,"Friars Point Shuffle","FRIARS POINT SHUFFLE",6,,,,
34279,"After The Ball","AFTER THE BALL",6,,,,
34280,"Dandies On Parade","DANDIES ON PARADE",6,,,,
34281,"Celestial Chant","CELESTIAL CHANT",6,,,,
34282,"Elvin (Sir) Jones","ELVIN SIR JONES",6,,,,
34283,"Land Of The Lonely","LAND OF THE LONELY",6,,,,
34284,"Turkey Wings","TURKEY WINGS",6,,,,
34285,"Cracklin' Bread","CRACKLIN BREAD",6,,,,
34286,"Giblets","GIBLETS",6,,,,
34287,"Souce Meat","SOUCE MEAT",6,,,,
34288,"Einbahnstrasse (One-Way Street)","EINBAHNSTRASSE ONE-WAY STREET",6,,,,
34289,"Damned If I Know","DAMNED IF I KNOW",6,,,,
34290,"Cut Me Loose, Charlie","CUT ME LOOSE CHARLIE",6,,,,
34291,"Remembrance","REMEMBRANCE",6,,,,
34292,"A Little Barefoot Soul","LITTLE BAREFOOT SOUL",6,,,,
34293,"Walkin'-Wadin'-Sittin'-Ridin'","WALKIN-WADIN-SITTIN-RIDIN",6,,,,
34294,"Little One","LITTLE ONE",6,,,,
34295,"Ain't Thinkin' 'Bout It","AINT THINKIN BOUT IT",6,,,,
34296,"Chun-King","CHUN-KING",6,,,,
34297,"Gettin' It Togetha'","GETTIN IT TOGETHA",6,,,,
34298,"Walking Death","WALKING DEATH",6,,,,
34299,"The Return Of Genghis Khan","RETURN OF GENGHIS KHAN",6,,,,
34300,"The Telephone Song","TELEPHONE SONG",6,,,,
34301,"Lela","LELA",6,,,,
34302,"Trick Hips","TRICK HIPS",6,,,,
34303,"Turn Left","TURN LEFT",6,,,,
34304,"Another Live One","ANOTHER LIVE ONE",6,,,,
34305,"Q's Dues Blues","QS DUES BLUES",6,,,,
34306,"Blues For Gemini","BLUES FOR GEMINI",1,,,,
34307,"Afterthought","AFTERTHOUGHT",6,,,,
34308,"From The Bottom","FROM THE BOTTOM",6,,,,
34309,"Jackie My Little Cat","JACKIE MY LITTLE CAT",6,,,,
34310,"Myth","MYTH",6,,,,
34311,"No Name Blues","NO NAME BLUES",6,,,,
34312,"I Ain't Foolin'","I AINT FOOLIN",6,,,,
34313,"Squatty","SQUATTY",6,,,,
34314,"Flatbush","FLATBUSH",6,,,,
34315,"Valley Of All Brothers","VALLEY OF ALL BROTHERS",6,,,,
34316,"What Was, What Is, What Will Be","WHAT WAS WHAT IS WHAT WILL BE",6,,,,
34317,"Virgo-Libra","VIRGO-LIBRA",6,,,,
34318,"Paul Robeson, Renaissance Man","PAUL ROBESON RENAISSANCE MAN",6,,,,
34319,"Big And Warm","BIG AND WARM",6,,,,
34320,"Reverend John Gensel","REVEREND JOHN GENSEL",6,,,,
34321,"Reincarnation Of Sonny Clark","REINCARNATION OF SONNY CLARK",6,,,,
34322,"Down Home Blues","DOWN HOME BLUES",6,,,,
34323,"Blues For Stitt","BLUES FOR STITT",1,,,,
34324,"Oh, What A Dream","OH WHAT A DREAM",6,,,,
34325,"Wind Inventions","WIND INVENTIONS",6,,,,
34326,"Blue Again","BLUE AGAIN",6,,,,
34327,"Sticking","STICKING",6,,,,
34328,"Waltz For The Ball","WALTZ FOR THE BALL",6,,,,
34329,"That's What Friends Are For","THATS WHAT FRIENDS ARE FOR",6,,,,
34330,"Extension 27","EXTENSION 27",6,,,,
34331,"Born Out Of Darkness","BORN OUT OF DARKNESS",6,,,,
34332,"Gypsy","GYPSY",6,,,,
34333,"Mentor","MENTOR",6,,,,
34334,"Work Song [lyric version]","WORK SONG LYRIC VERSION",6,,,,
34335,"Quintagon","QUINTAGON",6,,,,
34336,"Barry's Tune","BARRYS TUNE",6,,,,
34337,"The Heath Blues","HEATH BLUES",6,,,,
34338,"Peace Waltz","PEACE WALTZ",6,,,,
34339,"Three Cheers For Paul Chambers","THREE CHEERS FOR PAUL CHAMBERS",6,,,,
34340,"Those Dirty Blues","THOSE DIRTY BLUES",6,,,,
34341,"Spirits In The Night","SPIRITS IN THE NIGHT",6,,,,
34342,"Stop 'n' Go","STOP N GO",6,,,,
34343,"Look For The Sun","LOOK FOR THE SUN",6,,,,
34344,"Violets For Tuesday","VIOLETS FOR TUESDAY",6,,,,
34345,"Hopscotch","HOPSCOTCH",6,,,,
34346,"Crawfish","CRAWFISH",6,,,,
34347,"Tension","TENSION",6,,,,
34348,"Brotherly Love","BROTHERLY LOVE",6,,,,
34349,"Vote","VOTE",6,,,,
34350,"You (Thirty Years Ago)","YOU THIRTY YEARS AGO",6,,,,
34351,"Dolores","DOLORES",6,,,,
34352,"Waiting","WAITING",6,,,,
34353,"Jimmy's Old Funky Blues","JIMMYS OLD FUNKY BLUES",6,,,,
34354,"Jimmie's Tune","JIMMIES TUNE",6,,,,
34355,"The Eyes Of Love","EYES OF LOVE",6,,,,
34356,"A Day In Copenhagen [see A Day In Vienna]","DAY IN COPENHAGEN SEE A DAY IN VIENNA",6,,,,
34357,"Nothing Serious","NOTHING SERIOUS",6,,,,
34358,"Trust","TRUST",6,,,,
34359,"Camaraderie","CAMARADERIE",6,,,,
34360,"The Gift","GIFT",6,,,,
34361,"Devil Eyes","DEVIL EYES",6,,,,
34362,"New Samba","NEW SAMBA",6,,,,
34363,"Dancing With A Debutante","DANCING WITH A DEBUTANTE",6,,,,
34364,"Ecstasy","ECSTASY",6,,,,
34365,"Just A Phrase","JUST A PHRASE",6,,,,
34366,"Dance Of The Doinks","DANCE OF THE DOINKS",6,,,,
34367,"Pinetop Breakaway","PINETOP BREAKAWAY",6,,,,
34368,"Tone Poem","TONE POEM",6,,,,
34369,"Caleta","CALETA",6,,,,
34370,"Frantastic","FRANTASTIC",6,,,,
34371,"Frankly Speaking","FRANKLY SPEAKING",6,,,,
34372,"Lost In A Fugue","LOST IN A FUGUE",6,,,,
34373,"Crazy Quilt","CRAZY QUILT",6,,,,
34374,"Seismograph","SEISMOGRAPH",6,,,,
34375,"Dizzy Dialogue","DIZZY DIALOGUE",6,,,,
34376,"Pemba","PEMBA",6,,,,
34377,"Daily Double","DAILY DOUBLE",6,,,,
34378,"Something Blue","SOMETHING BLUE",6,,,,
34379,"News Flash","NEWS FLASH",6,,,,
34380,"Midnight To Dawn","MIDNIGHT TO DAWN",6,,,,
34381,"Maybe It's The Moon","MAYBE ITS THE MOON",6,,,,
34382,"Goblin Market","GOBLIN MARKET",6,,,,
34383,"Chinook","CHINOOK",6,,,,
34384,"Sampan","SAMPAN",6,,,,
34385,"Illusion","ILLUSION",6,,,,
34386,"Quaker City Jazz","QUAKER CITY JAZZ",6,,,,
34387,"Booly Ja-Ja (Jungle Dance)","BOOLY JA-JA JUNGLE DANCE",6,,,,
34388,"My Little Girl","MY LITTLE GIRL",6,,,,
34389,"Trans-Continental","TRANS-CONTINENTAL",6,,,,
34390,"Hold Out For Love","HOLD OUT FOR LOVE",6,,,,
34391,"Sand Dune","SAND DUNE",6,,,,
34392,"Calle De Niños","CALLE DE NIÑOS",6,,,,
34393,"Start Here","START HERE",6,,,,
34394,"The Kid From Denver","KID FROM DENVER",6,,,,
34395,"Big Deal","BIG DEAL",6,,,,
34396,"Pardon The Blues, Please","PARDON THE BLUES PLEASE",6,,,,
34397,"Happy Feeling","HAPPY FEELING",6,,,,
34398,"Enchanted April","ENCHANTED APRIL",6,,,,
34399,"Run, Joe","RUN JOE",6,,,,
34400,"A Theme For Teddy","THEME FOR TEDDY",6,,,,
34401,"Loose Wig","LOOSE WIG",6,,,,
34402,"Conclave","CONCLAVE",6,,,,
34403,"Leap Frog","LEAP FROG",6,,,,
34404,"Black Swan","BLACK SWAN",6,,,,
34405,"Sugar Hill Strut","SUGAR HILL STRUT",6,,,,
34406,"Manhattan Monodrama (Ballet Suite)","MANHATTAN MONODRAMA BALLET SUITE",6,,,,
34407,"The Golden Chariot","GOLDEN CHARIOT",6,,,,
34408,"Let's Try","LETS TRY",6,,,,
34409,"Catch Her","CATCH HER",6,,,,
34410,"Hoo-Tai","HOO-TAI",6,,,,
34411,"Mood In Scarlet","MOOD IN SCARLET",6,,,,
34412,"We Can Talk It Over","WE CAN TALK IT OVER",6,,,,
34413,"Princess","PRINCESS",6,,,,
34414,"Wandering Melody","WANDERING MELODY",6,,,,
34415,"Two Songs","TWO SONGS",6,,,,
34416,"Strange Tale","STRANGE TALE",6,,,,
34417,"Bohemia","BOHEMIA",6,,,,
34418,"Love Is Not Blind","LOVE IS NOT BLIND",6,,,,
34419,"Modal Movement In Three Sections","MODAL MOVEMENT IN THREE SECTIONS",6,,,,
34420,"Moving Force","MOVING FORCE",6,,,,
34421,"Ideal Thought","IDEAL THOUGHT",6,,,,
34422,"Idle Evening","IDLE EVENING",6,,,,
34423,"Town And Country","TOWN AND COUNTRY",6,,,,
34424,"Blue Modes","BLUE MODES",6,,,,
34425,"Stallion","STALLION",6,,,,
34426,"Like A Woman","LIKE A WOMAN",6,,,,
34427,"The Big Stampede","BIG STAMPEDE",6,,,,
34428,"The Purple Cow","PURPLE COW",6,,,,
34429,"Jerry's Jaunt","JERRYS JAUNT",6,,,,
34430,"How Now Blues","HOW NOW BLUES",6,,,,
34431,"Blues For The Month Of May","BLUES FOR THE MONTH OF MAY",1,,,,
34432,"Knotty Pine","KNOTTY PINE",6,,,,
34433,"How Do I Love You?","HOW DO I LOVE YOU",6,,,,
34434,"Hot And Cool Blues","HOT AND COOL BLUES",6,,,,
34435,"Rosalie Ann","ROSALIE ANN",6,,,,
34436,"Indian Blanket","INDIAN BLANKET",6,,,,
34437,"At Home With The Blues","AT HOME WITH THE BLUES",6,,,,
34438,"1-2-3-4-0 In Syncopation","1-2-3-4-0 IN SYNCOPATION",6,,,,
34439,"The Oblong","OBLONG",6,,,,
34440,"Blue Flame","BLUE FLAME",6,,,,
34441,"Moods In Motion","MOODS IN MOTION",6,,,,
34442,"This 'n' That","THIS N THAT",6,,,,
34443,"Glad That I Found You","GLAD THAT I FOUND YOU",6,,,,
34444,"Hi-Fly [lyric version]","HI-FLY LYRIC VERSION",6,,,,
34445,"Julius","JULIUS",6,,,,
34446,"Julius","JULIUS",6,,,,
34447,"Hello Julius","HELLO JULIUS",6,,,,
34448,"O.T.Y.O.G.","OTYOG",6,,,,
34449,"Wynton","WYNTON",6,,,,
34450,"Times Slimes","TIMES SLIMES",6,,,,
34451,"Here's To The People","HERES TO THE PEOPLE",6,,,,
34452,"Tell Me You Love Me","TELL ME YOU LOVE ME",6,,,,
34453,"Love Note For Sonny","LOVE NOTE FOR SONNY",6,,,,
34454,"Two Hearts","TWO HEARTS",6,,,,
34455,"Afternoon Waltz","AFTERNOON WALTZ",6,,,,
34456,"All About You","ALL ABOUT YOU",6,,,,
34457,"And It Was All About You","AND IT WAS ALL ABOUT YOU",6,,,,
34458,"An April Waltz","AN APRIL WALTZ",6,,,,
34459,"At Times","AT TIMES",6,,,,
34460,"Beyond Belief","BEYOND BELIEF",6,,,,
34461,"A Child's Song","CHILDS SONG",6,,,,
34462,"City Tune","CITY TUNE",6,,,,
34463,"Clear Skies","CLEAR SKIES",6,,,,
34464,"Comin' Home","COMIN HOME",6,,,,
34465,"E Minor Waltz","E MINOR WALTZ",6,,,,
34466,"E Z Breeze","E Z BREEZE",6,,,,
34467,"Earl's Blues","EARLS BLUES",6,,,,
34468,"Easy Go","EASY GO",6,,,,
34469,"Four Times 'Round","FOUR TIMES ROUND",6,,,,
34470,"Gurdjieff","GURDJIEFF",6,,,,
34471,"Heads Or Tails","HEADS OR TAILS",6,,,,
34472,"Here's To Neal","HERES TO NEAL",6,,,,
34473,"I Always Think Of You","I ALWAYS THINK OF YOU",6,,,,
34474,"In 5, 4, And 3","IN 5 4 AND 3",6,,,,
34475,"In A Mode","IN A MODE",6,,,,
34476,"Interlude","INTERLUDE",6,,,,
34477,"It's Good To See You Again","ITS GOOD TO SEE YOU AGAIN",6,,,,
34478,"Joy","JOY",6,,,,
34479,"Karen's Mode","KARENS MODE",6,,,,
34480,"Li'l Evan","LIL EVAN",6,,,,
34481,"Lost In You","LOST IN YOU",6,,,,
34482,"Lullaby For Helene","LULLABY FOR HELENE",6,,,,
34483,"Mother And Child","MOTHER AND CHILD",6,,,,
34484,"Mother Of Earl","MOTHER OF EARL",6,,,,
34485,"Movin' Along","MOVIN ALONG",6,,,,
34486,"My Love Is An April Song","MY LOVE IS AN APRIL SONG",6,,,,
34487,"Nice Place","NICE PLACE",6,,,,
34488,"Now Ain't It So?","NOW AINT IT SO",6,,,,
34489,"Positively Orange","POSITIVELY ORANGE",6,,,,
34490,"Puppet Party","PUPPET PARTY",6,,,,
34491,"Quinn Essence","QUINN ESSENCE",6,,,,
34492,"Reflections","REFLECTIONS",6,,,,
34493,"The Return","RETURN",6,,,,
34494,"Return To Love","RETURN TO LOVE",6,,,,
34495,"Silverado Trail","SILVERADO TRAIL",6,,,,
34496,"Soirée","SOIRÉE",6,,,,
34497,"Song For Artie","SONG FOR ARTIE",6,,,,
34498,"Songtus","SONGTUS",6,,,,
34499,"Sonoma Time","SONOMA TIME",6,,,,
34500,"Step By Step","STEP BY STEP",6,,,,
34501,"Swing Breeze","SWING BREEZE",6,,,,
34502,"Three Times 'Round","THREE TIMES ROUND",6,,,,
34503,"Um, Banana Cream Pie","UM BANANA CREAM PIE",6,,,,
34504,"Vasa","VASA",6,,,,
34505,"Walkin' By","WALKIN BY",6,,,,
34506,"Waltz","WALTZ",6,,,,
34507,"Wassup?","WASSUP",6,,,,
34508,"When I Think Of All The Times","WHEN I THINK OF ALL THE TIMES",6,,,,
34509,"When You're Far From Home","WHEN YOURE FAR FROM HOME",6,,,,
34510,"Z Waltz","Z WALTZ",6,,,,
34511,"Cloudy","CLOUDY",6,,,,
34512,"Love Is A Fool","LOVE IS A FOOL",6,,,,
34513,"Big George","BIG GEORGE",6,,,,
34514,"You're Covered [see Straight Ahead]","YOURE COVERED SEE STRAIGHT AHEAD",6,,,,
34515,"Loris","LORIS",6,,,,
34516,"A Little Rainy","LITTLE RAINY",6,,,,
34518,"Unison Blues","UNISON BLUES",6,,,,
34520,"See Jim, See Jane, See Joe","SEE JIM SEE JANE SEE JOE",6,,,,
34521,"Just For You","JUST FOR YOU",6,,,,
34522,"Let's Do It Again","LETS DO IT AGAIN",6,,,,
34523,"Mary Ann","MARY ANN",6,,,,
34524,"Prospecting","PROSPECTING",6,,,,
34525,"Butterfingers","BUTTERFINGERS",6,,,,
34526,"Carmel","CARMEL",6,,,,
34527,"Askaterine","ASKATERINE",6,,,,
34528,"Down The Road","DOWN THE ROAD",6,,,,
34529,"Slightly Dizzy","SLIGHTLY DIZZY",6,,,,
34530,"See Saw","SEE SAW",6,,,,
34531,"Shalimar","SHALIMAR",6,,,,
34532,"Cotton Top","COTTON TOP",6,,,,
34533,"Lady's Love Song","LADYS LOVE SONG",6,,,,
34534,"Thank The Lord","THANK THE LORD",6,,,,
34535,"Southern Comfort","SOUTHERN COMFORT",6,,,,
34536,"Zero Hour","ZERO HOUR",6,,,,
34537,"I'll Get Along","ILL GET ALONG",6,,,,
34538,"The Theme","THEME",6,,,,
34539,"Dance Of The Clones","DANCE OF THE CLONES",6,,,,
34540,"Morning Awakening","MORNING AWAKENING",6,,,,
34541,"Humility","HUMILITY",6,,,,
34542,"East Side Stomp","EAST SIDE STOMP",6,,,,
